Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
244500,2991,5e-06,0.006041,0.000334336
111,2991,0.000112,0.003845,0.0371113
11,2991,1.2e-05,0.004576,0.0036777
328374,2991,3e-06,0.005721,0.000334336
416226,2991,4e-06,0.004691,0.000334336
358493,2991,5e-06,0.007299,0.000334336
48399,2991,5e-06,0.006548,0.000334336
11,2991,1.9e-05,0.007462,0.0036777
557004,2991,5e-06,0.006256,0.000334336
617297,2991,5e-06,0.007732,0.000334336
531617,2991,5e-06,0.007499,0.000334336
338485,2991,5e-06,0.007405,0.000334336
1,2991,8e-06,0.00753,0.00133735
722483,2991,4e-06,0.00752,0.000334336
646490,2991,7e-06,0.007402,0.000334336
691412,2991,4e-06,0.007156,0.000334336
7,2991,1.1e-05,0.004351,0.00234035
329147,2991,4e-06,0.006161,0.000334336
443169,2991,5e-06,0.005524,0.000334336
723566,2991,3e-06,0.006653,0.000334336
301753,2991,5e-06,0.006626,0.000334336
246015,2991,5e-06,0.004591,0.000334336
264,2991,0.000177,0.004804,0.0882648
430674,2991,6e-06,0.005678,0.000334336
263866,2991,5e-06,0.00473,0.000334336
566901,2991,5e-06,0.004664,0.000334336
475922,2991,4e-06,0.005013,0.000334336
535996,2991,6e-06,0.006402,0.000334336
505925,2991,4e-06,0.007376,0.000334336
28,2991,3.6e-05,0.007395,0.00936142
267676,2991,6e-06,0.007286,0.000334336
4188,2991,0.003792,0.006849,1.4002
513975,2991,6e-06,0.006286,0.000334336
109962,2991,6e-06,0.00548,0.000334336
747,2991,8e-06,0.005214,0.000668673
123554,2991,4e-06,0.004572,0.000334336
69221,2991,4e-06,0.005388,0.000334336
444164,2991,3e-06,0.005355,0.000334336
356,2991,9e-06,0.004533,0.000668673
604803,2991,2e-06,0.005674,0.000334336
350229,2991,5e-06,0.006774,0.000334336
245138,2991,5e-06,0.005002,0.000334336
412266,2991,5e-06,0.005008,0.000334336
417630,2991,5e-06,0.00737,0.000334336
203248,2991,6e-06,0.005978,0.000334336
157099,2991,4e-06,0.006914,0.000334336
497,2991,0.000314,0.004281,0.166165
684466,2991,5e-06,0.006414,0.000334336
1,2991,8e-06,0.007223,0.00100301
734725,2991,5e-06,0.007358,0.000334336
529180,2991,6e-06,0.007167,0.000334336
461905,2991,4e-06,0.006364,0.000334336
6,2991,1.4e-05,0.006956,0.00200602
245262,2991,6e-06,0.006537,0.000334336
370,2991,8e-06,0.005751,0.000668673
726640,2991,4e-06,0.006753,0.000334336
719973,2991,5e-06,0.006557,0.000334336
342300,2991,5e-06,0.006524,0.000334336
1,2991,6e-06,0.006037,0.000668673
46035,2991,3e-06,0.005753,0.000334336
2429,2991,5e-06,0.005038,0.000334336
458389,2991,7e-06,0.00574,0.000334336
430959,2991,5e-06,0.006588,0.000334336
9,2991,1.5e-05,0.005785,0.00300903
153373,2991,5e-06,0.00488,0.000334336
17,2991,1.7e-05,0.00477,0.00568372
445220,2991,5e-06,0.006644,0.000334336
271051,2991,6e-06,0.005745,0.000334336
42,2991,8e-06,0.005531,0.00100301
582083,2991,6e-06,0.007131,0.000334336
276062,2991,5e-06,0.005307,0.000334336
407352,2991,6e-06,0.006529,0.000334336
396501,2991,7e-06,0.004957,0.000334336
81,2991,5e-06,0.004666,0.000668673
435016,2991,5e-06,0.006164,0.000334336
368413,2991,4e-06,0.004727,0.000334336
724866,2991,4e-06,0.005256,0.000334336
76,2991,8e-05,0.005362,0.0254096
49,2991,7e-06,0.004752,0.00133735
435538,2991,6e-06,0.00604,0.000334336
