Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
75576,9026,1.2e-05,0.021082,0.000110791
27347,9026,5e-06,0.017729,0.000110791
92836,9026,6e-06,0.01542,0.000110791
91427,9026,7e-06,0.016654,0.000110791
76476,9026,5e-06,0.020013,0.000110791
136969,9026,6e-06,0.017643,0.000110791
46050,9026,6e-06,0.014458,0.000110791
183697,9026,5e-06,0.015891,0.000110791
150822,9026,6e-06,0.015494,0.000110791
111904,9026,5e-06,0.014037,0.000110791
19437,9026,4e-06,0.013889,0.000110791
132258,9026,4e-06,0.015564,0.000110791
2496,9026,5e-06,0.015215,0.000110791
32994,9026,4e-06,0.014073,0.000110791
97530,9026,5e-06,0.015775,0.000110791
19076,9026,6e-06,0.019849,0.000110791
193490,9026,6e-06,0.019472,0.000110791
185204,9026,6e-06,0.01781,0.000110791
6128,9026,4e-06,0.015428,0.000110791
74169,9026,4e-06,0.014405,0.000110791
13661,9026,6e-06,0.014201,0.000110791
13252,9026,6e-06,0.017089,0.000110791
134240,9026,6e-06,0.019335,0.000110791
4995,9026,5e-06,0.016373,0.000110791
60440,9026,3e-06,0.015947,0.000110791
12488,9026,6e-06,0.015792,0.000110791
30884,9026,3e-06,0.017805,0.000110791
107444,9026,4e-06,0.016346,0.000110791
71824,9026,3e-06,0.018116,0.000110791
185557,9026,7e-06,0.014974,0.000110791
191072,9026,5e-06,0.018179,0.000110791
187200,9026,5e-06,0.015612,0.000110791
77742,9026,4e-06,0.016673,0.000110791
43831,9026,4e-06,0.015765,0.000110791
45768,9026,4e-06,0.018112,0.000110791
60950,9026,6e-06,0.01866,0.000110791
546,9026,1.2e-05,0.019186,0.000443164
136546,9026,6e-06,0.019201,0.000110791
32875,9026,6e-06,0.01912,0.000110791
155225,9026,5e-06,0.015661,0.000110791
163390,9026,5e-06,0.01802,0.000110791
40894,9026,6e-06,0.019064,0.000110791
93958,9026,4e-06,0.01737,0.000110791
34538,9026,5e-06,0.017321,0.000110791
176056,9026,6e-06,0.014406,0.000110791
40854,9026,4e-06,0.014175,0.000110791
113226,9026,6e-06,0.014686,0.000110791
145920,9026,5e-06,0.018547,0.000110791
1,9026,3e-06,0.015661,0.000221582
44469,9026,5e-06,0.015139,0.000110791
177413,9026,5e-06,0.017473,0.000110791
73201,9026,6e-06,0.016386,0.000110791
75456,9026,7e-06,0.018953,0.000110791
1,9026,3e-06,0.013973,0.000221582
117799,9026,5e-06,0.016083,0.000110791
85829,9026,6e-06,0.018318,0.000110791
131127,9026,5e-06,0.019025,0.000110791
175757,9026,5e-06,0.018707,0.000110791
93667,9026,4e-06,0.017003,0.000110791
117819,9026,6e-06,0.019022,0.000110791
25482,9026,1.3e-05,0.016372,0.000110791
99924,9026,4e-06,0.014693,0.000110791
30393,9026,5e-06,0.017551,0.000110791
123083,9026,6e-06,0.020559,0.000110791
181983,9026,6e-06,0.016014,0.000110791
74210,9026,4e-06,0.014498,0.000110791
59590,9026,4e-06,0.018948,0.000110791
130385,9026,6e-06,0.018657,0.000110791
163883,9026,4e-06,0.01549,0.000110791
160810,9026,7e-06,0.018738,0.000110791
53206,9026,5e-06,0.014516,0.000110791
75674,9026,7e-06,0.017449,0.000110791
171400,9026,7e-06,0.0143,0.000110791
192251,9026,6e-06,0.017796,0.000110791
80455,9026,6e-06,0.01803,0.000110791
86931,9026,4e-06,0.014648,0.000110791
6107,9026,5e-06,0.016672,0.000110791
147446,9026,5e-06,0.016286,0.000110791
192550,9026,3e-06,0.014473,0.000110791
1,9026,7e-06,0.014919,0.000332373
96301,9026,6e-06,0.018813,0.000110791
9630,9026,4e-06,0.014399,0.000110791
161502,9026,6e-06,0.015939,0.000110791
74274,9026,3e-06,0.018461,0.000110791
46578,9026,3e-06,0.016083,0.000110791
32541,9026,5e-06,0.0169,0.000110791
97620,9026,3e-06,0.014647,0.000110791
163459,9026,6e-06,0.017663,0.000110791
35027,9026,5e-06,0.015726,0.000110791
54854,9026,5e-06,0.018656,0.000110791
172678,9026,6e-06,0.016085,0.000110791
141881,9026,5e-06,0.014688,0.000110791
97594,9026,5e-06,0.015311,0.000110791
93851,9026,6e-06,0.014642,0.000110791
118880,9026,5e-06,0.0204,0.000110791
90533,9026,5e-06,0.020924,0.000110791
54925,9026,5e-06,0.017822,0.000110791
31236,9026,6e-06,0.01874,0.000110791
146540,9026,5e-06,0.018302,0.000110791
161053,9026,7e-06,0.018014,0.000110791
171962,9026,5e-06,0.016541,0.000110791
151376,9026,6e-06,0.018322,0.000110791
188461,9026,6e-06,0.01875,0.000110791
147934,9026,4e-06,0.015982,0.000110791
94744,9026,6e-06,0.015098,0.000110791
164285,9026,6e-06,0.018264,0.000110791
131912,9026,4e-06,0.014819,0.000110791
36513,9026,5e-06,0.017889,0.000110791
38352,9026,1.6e-05,0.019127,0.000110791
171600,9026,6e-06,0.018176,0.000110791
176845,9026,4e-06,0.016831,0.000110791
57427,9026,4e-06,0.013812,0.000110791
192399,9026,4e-06,0.016942,0.000110791
169798,9026,5e-06,0.014546,0.000110791
9182,9026,5e-06,0.014413,0.000110791
159617,9026,6e-06,0.015119,0.000110791
82149,9026,6e-06,0.01505,0.000110791
101155,9026,3e-06,0.020591,0.000110791
81778,9026,5e-06,0.019039,0.000110791
117867,9026,6e-06,0.015474,0.000110791
87421,9026,4e-06,0.020068,0.000110791
180783,9026,6e-06,0.019327,0.000110791
55570,9026,4e-06,0.015956,0.000110791
18421,9026,6e-06,0.016814,0.000110791
110328,9026,5e-06,0.01422,0.000110791
167008,9026,5e-06,0.016005,0.000110791
13729,9026,5e-06,0.015127,0.000110791
95501,9026,5e-06,0.015065,0.000110791
66363,9026,4e-06,0.015347,0.000110791
47730,9026,4e-06,0.01708,0.000110791
185781,9026,5e-06,0.014122,0.000110791
146833,9026,4e-06,0.014957,0.000110791
172147,9026,5e-06,0.014881,0.000110791
41950,9026,6e-06,0.014544,0.000110791
131488,9026,2e-06,0.017558,0.000110791
137786,9026,3e-06,0.014971,0.000110791
53803,9026,6e-06,0.018265,0.000110791
58684,9026,4e-06,0.016533,0.000110791
85550,9026,6e-06,0.019328,0.000110791
65353,9026,8e-06,0.019995,0.000110791
77014,9026,6e-06,0.018312,0.000110791
177275,9026,7e-06,0.014941,0.000110791
78207,9026,6e-06,0.016981,0.000110791
24,9026,9e-06,0.018506,0.000332373
151139,9026,5e-06,0.016792,0.000110791
9,9026,2.5e-05,0.01375,0.000997119
2134,9026,1.2e-05,0.016721,0.000110791
166440,9026,6e-06,0.015018,0.000110791
1,9026,7e-06,0.015453,0.000110791
110885,9026,6e-06,0.013386,0.000110791
9322,9026,5e-06,0.012771,0.000110791
66578,9026,3e-06,0.014123,0.000110791
113514,9026,4e-06,0.013093,0.000110791
185312,9026,3e-06,0.020232,0.000110791
138487,9026,5e-06,0.014494,0.000110791
132251,9026,6e-06,0.016832,0.000110791
169769,9026,4e-06,0.013179,0.000110791
121568,9026,4e-06,0.015014,0.000110791
146952,9026,9e-06,0.016057,0.000110791
166734,9026,4e-06,0.014543,0.000110791
154092,9026,5e-06,0.0174,0.000110791
96065,9026,5e-06,0.013312,0.000110791
85505,9026,4e-06,0.013032,0.000110791
