Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
485034,21145,6e-06,0.048688,4.72925e-05
436058,21145,5e-06,0.045954,4.72925e-05
398814,21145,5e-06,0.040463,4.72925e-05
236457,21145,6e-06,0.036021,4.72925e-05
292610,21145,3e-06,0.035213,4.72925e-05
303275,21145,4e-06,0.031007,4.72925e-05
492890,21145,5e-06,0.033923,4.72925e-05
126,21145,0.000106,0.040298,0.00595886
-62133,21145,4e-06,0.029228,4.72925e-05
305436,21145,1e-05,0.035948,4.72925e-05
239726,21145,4e-06,0.034155,4.72925e-05
643,21145,6e-06,0.024592,0.000141878
487078,21145,5e-06,0.031598,4.72925e-05
292699,21145,6e-06,0.040726,4.72925e-05
151307,21145,5e-06,0.049767,4.72925e-05
525588,21145,6e-06,0.045232,4.72925e-05
437548,21145,5e-06,0.044165,4.72925e-05
430460,21145,4e-06,0.039834,4.72925e-05
97817,21145,2.5e-05,0.039682,4.72925e-05
491612,21145,3e-06,0.039783,4.72925e-05
332775,21145,4e-06,0.039769,4.72925e-05
412597,21145,5e-06,0.030856,4.72925e-05
482361,21145,5e-06,0.037414,4.72925e-05
250370,21145,6e-06,0.036008,4.72925e-05
224681,21145,6e-06,0.034823,4.72925e-05
156920,21145,5e-06,0.034434,4.72925e-05
207580,21145,4e-06,0.03157,4.72925e-05
501798,21145,4e-06,0.031988,4.72925e-05
40246,21145,5e-06,0.030516,4.72925e-05
323741,21145,3e-06,0.031405,4.72925e-05
220012,21145,4e-06,0.030926,4.72925e-05
142894,21145,4e-06,0.035959,4.72925e-05
405965,21145,6e-06,0.042086,4.72925e-05
339081,21145,5e-06,0.045349,4.72925e-05
466349,21145,6e-06,0.042981,4.72925e-05
372082,21145,6e-06,0.044012,4.72925e-05
542209,21145,5e-06,0.044475,4.72925e-05
387240,21145,3e-06,0.044243,4.72925e-05
352817,21145,4e-06,0.047608,4.72925e-05
468051,21145,6e-06,0.042433,4.72925e-05
20,21145,4e-05,0.042736,0.00094585
179516,21145,7e-06,0.040007,4.72925e-05
291267,21145,7e-06,0.037113,4.72925e-05
441600,21145,5e-06,0.042409,4.72925e-05
287914,21145,5e-06,0.035919,4.72925e-05
405774,21145,4e-06,0.037002,4.72925e-05
256904,21145,5e-06,0.036831,4.72925e-05
182698,21145,4e-06,0.031639,4.72925e-05
14333,21145,1.2e-05,0.040045,9.4585e-05
532373,21145,5e-06,0.031604,4.72925e-05
158272,21145,5e-06,0.042196,4.72925e-05
412272,21145,6e-06,0.038781,4.72925e-05
161647,21145,4e-06,0.032095,4.72925e-05
483938,21145,8e-06,0.041615,4.72925e-05
149336,21145,6e-06,0.04938,4.72925e-05
444527,21145,6e-06,0.04831,4.72925e-05
269945,21145,5e-06,0.04544,4.72925e-05
1,21145,7e-06,0.051103,9.4585e-05
361679,21145,6e-06,0.052302,4.72925e-05
207124,21145,6e-06,0.049293,4.72925e-05
399111,21145,7e-06,0.035484,4.72925e-05
41700,21145,5e-06,0.038809,4.72925e-05
553445,21145,1e-05,0.031673,4.72925e-05
8137,21145,6e-06,0.037025,9.4585e-05
28868,21145,4e-06,0.032823,4.72925e-05
31381,21145,5e-06,0.033642,4.72925e-05
268984,21145,4e-06,0.032542,4.72925e-05
423418,21145,4e-06,0.032913,4.72925e-05
288630,21145,4e-06,0.031345,4.72925e-05
493627,21145,4e-06,0.032256,4.72925e-05
13,21145,7e-06,0.031254,9.4585e-05
312172,21145,4e-06,0.030238,4.72925e-05
353418,21145,5e-06,0.035393,4.72925e-05
535782,21145,3e-06,0.034861,4.72925e-05
473001,21145,4e-06,0.035314,4.72925e-05
224608,21145,2e-06,0.030453,4.72925e-05
369659,21145,4e-06,0.031734,4.72925e-05
369555,21145,5e-06,0.03627,4.72925e-05
488749,21145,3e-06,0.033802,4.72925e-05
287298,21145,4e-06,0.034858,4.72925e-05
48,21145,3.4e-05,0.03149,0.00227004
531446,21145,4e-06,0.030957,4.72925e-05
230325,21145,4e-06,0.03709,4.72925e-05
409962,21145,5e-06,0.040489,4.72925e-05
185560,21145,6e-06,0.035314,4.72925e-05
444227,21145,6e-06,0.043517,4.72925e-05
131395,21145,5e-06,0.04111,4.72925e-05
5349,21145,4e-06,0.034314,4.72925e-05
15,21145,2.6e-05,0.042141,0.000709388
375863,21145,6e-06,0.046356,4.72925e-05
82,21145,0.000136,0.044092,0.00387799
84273,21145,1.3e-05,0.045626,4.72925e-05
7,21145,9e-06,0.043641,0.000331048
180132,21145,6e-06,0.038962,4.72925e-05
13,21145,1.6e-05,0.042424,0.000614803
536619,21145,5e-06,0.036631,4.72925e-05
525318,21145,4e-06,0.035396,4.72925e-05
512105,21145,5e-06,0.036855,4.72925e-05
251807,21145,1.1e-05,0.045794,4.72925e-05
508859,21145,4e-06,0.041477,4.72925e-05
419140,21145,4e-06,0.036175,4.72925e-05
96228,21145,6e-06,0.033413,9.4585e-05
362021,21145,4e-06,0.030271,4.72925e-05
270436,21145,4e-06,0.035889,4.72925e-05
143969,21145,3e-06,0.038018,4.72925e-05
421098,21145,5e-06,0.046137,4.72925e-05
202683,21145,6e-06,0.041796,4.72925e-05
424603,21145,4e-06,0.042879,4.72925e-05
200980,21145,5e-06,0.042296,4.72925e-05
201565,21145,6e-06,0.036852,4.72925e-05
366379,21145,3e-06,0.039492,4.72925e-05
2819,21145,7e-06,0.041943,9.4585e-05
454823,21145,4e-06,0.041305,4.72925e-05
378882,21145,4e-06,0.040249,4.72925e-05
60,21145,5.7e-05,0.036046,0.00283755
27377,21145,4e-06,0.029592,4.72925e-05
196120,21145,4e-06,0.034567,4.72925e-05
340045,21145,5e-06,0.031545,4.72925e-05
213304,21145,3e-06,0.03379,4.72925e-05
224975,21145,5e-06,0.037799,4.72925e-05
207722,21145,5e-06,0.033148,4.72925e-05
477414,21145,5e-06,0.043773,4.72925e-05
250459,21145,5e-06,0.037252,4.72925e-05
238030,21145,4e-06,0.030096,4.72925e-05
332001,21145,4e-06,0.036378,4.72925e-05
411700,21145,5e-06,0.044978,4.72925e-05
99739,21145,4e-06,0.043363,4.72925e-05
519814,21145,3e-06,0.043164,4.72925e-05
368994,21145,6e-06,0.043866,4.72925e-05
457740,21145,4e-06,0.043923,4.72925e-05
420448,21145,5e-06,0.042469,4.72925e-05
256134,21145,4e-06,0.03876,4.72925e-05
170240,21145,4e-06,0.038437,4.72925e-05
186300,21145,5e-06,0.034577,4.72925e-05
381695,21145,2e-06,0.040693,4.72925e-05
272377,21145,3e-06,0.034445,4.72925e-05
295143,21145,4e-06,0.0349,4.72925e-05
504267,21145,6e-06,0.031801,4.72925e-05
172518,21145,4e-06,0.037375,4.72925e-05
509477,21145,5e-06,0.041649,4.72925e-05
244,21145,9e-06,0.034016,9.4585e-05
86996,21145,3e-06,0.030857,4.72925e-05
12,21145,1.7e-05,0.034444,0.00056751
453961,21145,4e-06,0.041741,4.72925e-05
472373,21145,5e-06,0.034631,4.72925e-05
1,21145,6e-06,0.039233,9.4585e-05
25,21145,2.4e-05,0.039984,0.00118231
540942,21145,5e-06,0.044363,4.72925e-05
331969,21145,5e-06,0.037144,4.72925e-05
437139,21145,6e-06,0.04558,4.72925e-05
439301,21145,4e-06,0.042155,4.72925e-05
1,21145,8e-06,0.042406,4.72925e-05
334239,21145,5e-06,0.038685,4.72925e-05
233608,21145,5e-06,0.03077,4.72925e-05
307941,21145,4e-06,0.042038,4.72925e-05
244204,21145,5e-06,0.038918,4.72925e-05
23241,21145,3e-06,0.042518,4.72925e-05
291087,21145,4e-06,0.038501,4.72925e-05
1931,21145,8e-06,0.031908,9.4585e-05
305620,21145,4e-06,0.041507,4.72925e-05
157733,21145,5e-06,0.037441,4.72925e-05
218687,21145,8e-06,0.034419,4.72925e-05
167870,21145,4e-06,0.034948,4.72925e-05
220130,21145,4e-06,0.038839,4.72925e-05
179257,21145,3e-06,0.047616,4.72925e-05
440545,21145,6e-06,0.04843,4.72925e-05
511980,21145,5e-06,0.04714,4.72925e-05
254168,21145,7e-06,0.05058,4.72925e-05
369701,21145,6e-06,0.047187,4.72925e-05
490081,21145,4e-06,0.041487,4.72925e-05
21,21145,3.9e-05,0.049061,0.000993143
214153,21145,6e-06,0.03942,4.72925e-05
527043,21145,6e-06,0.051443,4.72925e-05
339313,21145,6e-06,0.039107,4.72925e-05
358772,21145,2e-06,0.037807,4.72925e-05
322899,21145,7e-06,0.035897,4.72925e-05
36728,21145,5e-06,0.031464,4.72925e-05
498903,21145,4e-06,0.035995,4.72925e-05
381307,21145,3e-06,0.035112,4.72925e-05
21873,21145,4e-06,0.034427,4.72925e-05
397966,21145,3e-06,0.034318,4.72925e-05
228510,21145,4e-06,0.036989,4.72925e-05
417209,21145,6e-06,0.030967,4.72925e-05
130419,21145,4e-06,0.039688,4.72925e-05
177609,21145,4e-06,0.039276,4.72925e-05
506405,21145,6e-06,0.04395,4.72925e-05
271402,21145,6e-06,0.043441,4.72925e-05
520734,21145,7e-06,0.049289,4.72925e-05
425959,21145,6e-06,0.039921,4.72925e-05
491120,21145,5e-06,0.04102,4.72925e-05
239753,21145,6e-06,0.043471,4.72925e-05
368062,21145,7e-06,0.045182,4.72925e-05
129885,21145,5e-06,0.043028,4.72925e-05
513703,21145,6e-06,0.037163,4.72925e-05
164751,21145,5e-06,0.044116,4.72925e-05
923,21145,8e-06,0.04195,9.4585e-05
246135,21145,6e-06,0.050229,4.72925e-05
522444,21145,5e-06,0.043534,4.72925e-05
489682,21145,6e-06,0.036872,4.72925e-05
3,21145,5e-06,0.038425,9.4585e-05
501825,21145,6e-06,0.034525,4.72925e-05
59,21145,8.8e-05,0.033206,0.00279026
311226,21145,5e-06,0.033406,4.72925e-05
330800,21145,3e-06,0.030438,4.72925e-05
306051,21145,3e-06,0.036903,4.72925e-05
251287,21145,6e-06,0.036228,4.72925e-05
539795,21145,3e-06,0.03138,4.72925e-05
225097,21145,5e-06,0.031009,4.72925e-05
493896,21145,1.2e-05,0.031563,4.72925e-05
482,21145,1.2e-05,0.038237,0.000141878
361380,21145,4e-06,0.039941,4.72925e-05
364094,21145,4e-06,0.044489,4.72925e-05
57,21145,3.2e-05,0.045264,0.00269567
211880,21145,4e-06,0.040712,4.72925e-05
438942,21145,1.4e-05,0.042466,4.72925e-05
388056,21145,6e-06,0.04353,4.72925e-05
5342,21145,8e-06,0.04276,9.4585e-05
185257,21145,5e-06,0.035961,4.72925e-05
1,21145,8e-06,0.038798,4.72925e-05
553662,21145,1.4e-05,0.041218,4.72925e-05
410998,21145,3e-06,0.039208,4.72925e-05
2857,21145,5e-06,0.030746,9.4585e-05
177843,21145,3e-06,0.035003,4.72925e-05
288585,21145,4e-06,0.044683,4.72925e-05
249737,21145,5e-06,0.039534,4.72925e-05
306319,21145,4e-06,0.032084,4.72925e-05
75772,21145,8e-06,0.033648,4.72925e-05
1,21145,3e-06,0.03672,9.4585e-05
540685,21145,5e-06,0.035355,4.72925e-05
249493,21145,7e-06,0.04163,4.72925e-05
420977,21145,5e-06,0.037957,4.72925e-05
23,21145,2.2e-05,0.046121,0.00108773
1455,21145,7e-06,0.050302,9.4585e-05
479294,21145,5e-06,0.051495,4.72925e-05
66949,21145,4e-06,0.038746,4.72925e-05
438091,21145,5e-06,0.041713,4.72925e-05
211894,21145,6e-06,0.040931,4.72925e-05
353741,21145,4e-06,0.033187,4.72925e-05
409543,21145,4e-06,0.032576,4.72925e-05
10173,21145,6e-06,0.031453,9.4585e-05
418941,21145,4e-06,0.037231,4.72925e-05
-62112,21145,5e-06,0.02937,4.72925e-05
141472,21145,3e-06,0.038458,4.72925e-05
335459,21145,6e-06,0.0356,4.72925e-05
383808,21145,6e-06,0.034829,4.72925e-05
84231,21145,4e-06,0.033713,4.72925e-05
245368,21145,7e-06,0.043395,4.72925e-05
217274,21145,6e-06,0.044394,4.72925e-05
359749,21145,5e-06,0.049179,4.72925e-05
1,21145,8e-06,0.046208,0.000141878
288736,21145,6e-06,0.049307,4.72925e-05
452708,21145,6e-06,0.042715,4.72925e-05
447970,21145,6e-06,0.034589,4.72925e-05
426925,21145,5e-06,0.033893,4.72925e-05
447469,21145,1e-05,0.040499,4.72925e-05
534341,21145,5e-06,0.046312,4.72925e-05
31795,21145,5e-06,0.036315,4.72925e-05
162035,21145,4e-06,0.038008,4.72925e-05
468481,21145,2e-06,0.033105,4.72925e-05
218693,21145,4e-06,0.037524,4.72925e-05
1,21145,5e-06,0.03501,0.00018917
395094,21145,5e-06,0.031185,4.72925e-05
509468,21145,5e-06,0.034609,4.72925e-05
18,21145,1.6e-05,0.034313,0.000851265
326123,21145,3e-06,0.032594,4.72925e-05
532938,21145,4e-06,0.036675,4.72925e-05
4387,21145,6e-06,0.030769,9.4585e-05
221061,21145,4e-06,0.039348,4.72925e-05
443845,21145,4e-06,0.046387,4.72925e-05
213037,21145,5e-06,0.040969,4.72925e-05
430252,21145,5e-06,0.048597,4.72925e-05
394944,21145,6e-06,0.048689,4.72925e-05
410514,21145,6e-06,0.047989,4.72925e-05
272203,21145,6e-06,0.043067,4.72925e-05
443339,21145,6e-06,0.047738,4.72925e-05
191446,21145,6e-06,0.038528,4.72925e-05
325861,21145,8e-06,0.032955,4.72925e-05
316655,21145,5e-06,0.030398,4.72925e-05
212276,21145,1.4e-05,0.034551,4.72925e-05
278694,21145,6e-06,0.039546,4.72925e-05
416722,21145,5e-06,0.039022,4.72925e-05
162807,21145,3e-06,0.040432,4.72925e-05
335433,21145,4e-06,0.03942,4.72925e-05
189847,21145,6e-06,0.031846,4.72925e-05
214561,21145,4e-06,0.041097,4.72925e-05
463256,21145,9e-06,0.039077,4.72925e-05
510497,21145,4e-06,0.035882,4.72925e-05
162101,21145,4e-06,0.039504,4.72925e-05
366909,21145,6e-06,0.045664,4.72925e-05
81,21145,7.6e-05,0.043024,0.00383069
326532,21145,6e-06,0.045408,4.72925e-05
511722,21145,5e-06,0.04148,4.72925e-05
389945,21145,6e-06,0.041156,4.72925e-05
288622,21145,5e-06,0.045217,4.72925e-05
251955,21145,5e-06,0.042996,4.72925e-05
5,21145,1.6e-05,0.038957,0.000236463
509343,21145,2e-06,0.033616,4.72925e-05
489899,21145,7e-06,0.031284,4.72925e-05
443902,21145,4e-06,0.031333,4.72925e-05
328528,21145,5e-06,0.039766,4.72925e-05
285293,21145,4e-06,0.03373,4.72925e-05
519419,21145,4e-06,0.039678,4.72925e-05
-72943,21145,4e-06,0.033285,4.72925e-05
240090,21145,5e-06,0.030881,4.72925e-05
247480,21145,5e-06,0.033855,4.72925e-05
184687,21145,3e-06,0.035176,4.72925e-05
419517,21145,3e-06,0.038328,4.72925e-05
357600,21145,6e-06,0.044308,4.72925e-05
523438,21145,5e-06,0.047145,4.72925e-05
305632,21145,6e-06,0.046406,4.72925e-05
140863,21145,6e-06,0.043732,4.72925e-05
318930,21145,6e-06,0.042337,4.72925e-05
129315,21145,6e-06,0.03939,4.72925e-05
364739,21145,6e-06,0.049892,4.72925e-05
175777,21145,5e-06,0.04452,4.72925e-05
145048,21145,5e-06,0.041683,4.72925e-05
150662,21145,5e-06,0.039847,4.72925e-05
371547,21145,4e-06,0.030857,4.72925e-05
506959,21145,3e-06,0.032371,4.72925e-05
473518,21145,1.2e-05,0.035557,4.72925e-05
458518,21145,5e-06,0.034023,4.72925e-05
364997,21145,5e-06,0.033427,4.72925e-05
162835,21145,4e-06,0.039073,4.72925e-05
28,21145,1.9e-05,0.040752,0.00132419
268485,21145,7e-06,0.030688,4.72925e-05
370114,21145,4e-06,0.031625,4.72925e-05
285112,21145,3e-06,0.042981,4.72925e-05
405319,21145,5e-06,0.042237,4.72925e-05
423555,21145,4e-06,0.039776,4.72925e-05
1,21145,5e-06,0.046025,9.4585e-05
20,21145,4e-05,0.052136,0.00094585
