Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
1,13906,7e-06,0.022568,0.000143823
46,13906,6e-05,0.024588,0.00330792
44120,13906,6e-06,0.025891,7.19114e-05
160176,13906,4e-06,0.02455,7.19114e-05
15,13906,7e-06,0.024409,0.000143823
702755,13906,7e-06,0.03014,7.19114e-05
684227,13906,5e-06,0.029414,7.19114e-05
439672,13906,5e-06,0.0293,7.19114e-05
507414,13906,6e-06,0.029713,7.19114e-05
1,13906,8e-06,0.026209,0.000143823
531222,13906,4e-06,0.026802,7.19114e-05
676531,13906,6e-06,0.028755,7.19114e-05
467417,13906,7e-06,0.029553,7.19114e-05
23,13906,4.6e-05,0.034387,0.00165396
591082,13906,5e-06,0.034211,7.19114e-05
109539,13906,6e-06,0.030663,7.19114e-05
1,13906,5e-06,0.025895,0.000143823
333484,13906,3e-06,0.022478,7.19114e-05
623543,13906,4e-06,0.021534,7.19114e-05
557609,13906,5e-06,0.023395,7.19114e-05
189025,13906,3e-06,0.02626,7.19114e-05
169960,13906,6e-06,0.023312,7.19114e-05
1,13906,5e-06,0.022801,0.000143823
1020,13906,1.1e-05,0.022998,0.000215734
14120,13906,7e-06,0.022705,7.19114e-05
21175,13906,3e-06,0.018831,7.19114e-05
344708,13906,4e-06,0.020418,7.19114e-05
138460,13906,4e-06,0.019923,7.19114e-05
991,13906,6e-06,0.021436,0.000143823
230510,13906,5e-06,0.025539,7.19114e-05
18686,13906,5e-06,0.019659,7.19114e-05
681547,13906,5e-06,0.024864,7.19114e-05
679038,13906,6e-06,0.029911,7.19114e-05
256253,13906,3e-06,0.022669,7.19114e-05
16,13906,6e-06,0.030694,0.000143823
349146,13906,6e-06,0.026384,7.19114e-05
212424,13906,4e-06,0.026698,7.19114e-05
37,13906,7.1e-05,0.025856,0.00266072
83156,13906,7e-06,0.029021,7.19114e-05
139927,13906,4e-06,0.034898,7.19114e-05
743688,13906,5e-06,0.026989,7.19114e-05
496234,13906,6e-06,0.030006,7.19114e-05
1,13906,4e-06,0.028572,0.000143823
26126,13906,7e-06,0.031186,7.19114e-05
514002,13906,5e-06,0.034523,7.19114e-05
356129,13906,6e-06,0.030222,7.19114e-05
754669,13906,5e-06,0.024401,7.19114e-05
317985,13906,5e-06,0.021565,7.19114e-05
122831,13906,6e-06,0.032855,7.19114e-05
75264,13906,6e-06,0.023036,7.19114e-05
171861,13906,4e-06,0.020469,7.19114e-05
52616,13906,6e-06,0.020168,7.19114e-05
484631,13906,1.1e-05,0.024598,7.19114e-05
18864,13906,5e-06,0.022201,7.19114e-05
83778,13906,5e-06,0.019694,7.19114e-05
19,13906,2.6e-05,0.020383,0.00136632
677953,13906,4e-06,0.02088,7.19114e-05
422762,13906,5e-06,0.025714,7.19114e-05
455868,13906,7e-06,0.031802,7.19114e-05
248403,13906,5e-06,0.027456,7.19114e-05
169419,13906,5e-06,0.024635,7.19114e-05
672472,13906,4e-06,0.027123,7.19114e-05
282302,13906,6e-06,0.029065,7.19114e-05
737602,13906,7e-06,0.033523,7.19114e-05
20,13906,3.1e-05,0.030522,0.00143823
608469,13906,6e-06,0.024078,7.19114e-05
599471,13906,6e-06,0.023559,7.19114e-05
772260,13906,6e-06,0.024746,7.19114e-05
716099,13906,7e-06,0.033301,7.19114e-05
624824,13906,3e-06,0.024051,7.19114e-05
619438,13906,6e-06,0.027408,7.19114e-05
691200,13906,5e-06,0.030171,7.19114e-05
180,13906,0.000141,0.023829,0.0129441
127648,13906,6e-06,0.023616,7.19114e-05
288318,13906,6e-06,0.02264,7.19114e-05
138839,13906,4e-06,0.023186,7.19114e-05
22,13906,8e-06,0.025776,0.000143823
739517,13906,6e-06,0.026647,7.19114e-05
283956,13906,6e-06,0.030936,7.19114e-05
771030,13906,6e-06,0.02495,7.19114e-05
390562,13906,7e-06,0.029107,7.19114e-05
670223,13906,6e-06,0.028125,7.19114e-05
2349,13906,1.2e-05,0.026423,0.000215734
472311,13906,5e-06,0.032846,7.19114e-05
179089,13906,7e-06,0.02909,7.19114e-05
1,13906,6e-06,0.028818,0.000287646
1,13906,8e-06,0.023141,0.000287646
67367,13906,6e-06,0.024598,7.19114e-05
257606,13906,6e-06,0.02902,7.19114e-05
51794,13906,6e-06,0.030974,7.19114e-05
3607,13906,1.1e-05,0.02749,0.000215734
428946,13906,6e-06,0.028963,7.19114e-05
487983,13906,5e-06,0.026589,7.19114e-05
235765,13906,6e-06,0.029436,7.19114e-05
310838,13906,4e-06,0.026702,7.19114e-05
325769,13906,6e-06,0.032015,7.19114e-05
375339,13906,6e-06,0.031785,7.19114e-05
160170,13906,5e-06,0.033314,7.19114e-05
1,13906,7e-06,0.028211,0.000143823
733505,13906,6e-06,0.033744,7.19114e-05
1,13906,6e-06,0.030442,0.000143823
301366,13906,2.1e-05,0.026241,7.19114e-05
544316,13906,6e-06,0.024531,7.19114e-05
9,13906,1.6e-05,0.031011,0.000647203
279456,13906,5e-06,0.021237,7.19114e-05
431907,13906,4e-06,0.019952,7.19114e-05
6,13906,1.2e-05,0.022605,0.000431468
328054,13906,5e-06,0.02205,7.19114e-05
1,13906,6e-06,0.02035,0.000143823
45040,13906,4e-06,0.023367,7.19114e-05
34,13906,2.8e-05,0.020062,0.00244499
535614,13906,5e-06,0.028238,7.19114e-05
325544,13906,6e-06,0.022041,7.19114e-05
125362,13906,6e-06,0.02232,7.19114e-05
329244,13906,4e-06,0.025169,7.19114e-05
510468,13906,4e-06,0.020865,7.19114e-05
777556,13906,4e-06,0.025785,7.19114e-05
295455,13906,5e-06,0.019877,7.19114e-05
420611,13906,4e-06,0.025912,7.19114e-05
152891,13906,6e-06,0.024431,7.19114e-05
450842,13906,6e-06,0.028412,7.19114e-05
467973,13906,6e-06,0.030902,7.19114e-05
1,13906,7e-06,0.024096,0.000143823
246549,13906,8e-06,0.030203,7.19114e-05
721500,13906,5e-06,0.029533,7.19114e-05
506417,13906,5e-06,0.035386,7.19114e-05
1,13906,7e-06,0.025081,0.000215734
88567,13906,5e-06,0.031087,7.19114e-05
86892,13906,4e-06,0.02676,7.19114e-05
1,13906,7e-06,0.034103,0.000143823
281741,13906,8e-06,0.026615,7.19114e-05
124654,13906,6e-06,0.031308,7.19114e-05
25,13906,3.5e-05,0.026921,0.00179779
20359,13906,5e-06,0.028044,7.19114e-05
2,13906,8e-06,0.028763,0.000143823
208136,13906,3e-06,0.027356,7.19114e-05
1,13906,8e-06,0.029148,0.000143823
578671,13906,6e-06,0.033622,7.19114e-05
342680,13906,6e-06,0.031452,7.19114e-05
675385,13906,7e-06,0.027518,7.19114e-05
595508,13906,6e-06,0.023601,7.19114e-05
11806,13906,6e-06,0.023843,7.19114e-05
174052,13906,6e-06,0.028503,7.19114e-05
255429,13906,6e-06,0.030999,7.19114e-05
164581,13906,5e-06,0.02593,7.19114e-05
128578,13906,5e-06,0.025211,7.19114e-05
107172,13906,4e-06,0.020474,7.19114e-05
7,13906,2.5e-05,0.022081,0.00050338
2562,13906,1.3e-05,0.022733,0.000143823
778981,13906,3e-06,0.020285,7.19114e-05
34,13906,1.4e-05,0.020408,0.000143823
533138,13906,5e-06,0.02074,7.19114e-05
1,13906,6e-06,0.021505,0.000143823
589936,13906,4e-06,0.020551,7.19114e-05
1,13906,6e-06,0.021477,0.000143823
785297,13906,4e-06,0.02645,7.19114e-05
599024,13906,6e-06,0.022142,7.19114e-05
1,13906,5e-06,0.024907,0.000143823
128227,13906,4e-06,0.021696,7.19114e-05
6,13906,1.2e-05,0.024962,0.000431468
201875,13906,5e-06,0.022096,7.19114e-05
378139,13906,6e-06,0.03056,7.19114e-05
611981,13906,5e-06,0.031692,7.19114e-05
468180,13906,4e-06,0.024108,7.19114e-05
86429,13906,7e-06,0.023947,7.19114e-05
106252,13906,6e-06,0.027644,7.19114e-05
308953,13906,5e-06,0.023387,7.19114e-05
122456,13906,5e-06,0.02889,7.19114e-05
121043,13906,6e-06,0.023111,7.19114e-05
754437,13906,6e-06,0.028882,7.19114e-05
213240,13906,6e-06,0.027613,7.19114e-05
131776,13906,5e-06,0.024852,7.19114e-05
615024,13906,4e-06,0.029082,7.19114e-05
379375,13906,7e-06,0.029473,7.19114e-05
783688,13906,6e-06,0.026869,7.19114e-05
272600,13906,6e-06,0.026342,7.19114e-05
550516,13906,7e-06,0.031674,7.19114e-05
130958,13906,5e-06,0.026932,7.19114e-05
492420,13906,6e-06,0.033798,7.19114e-05
